person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length
37,74000,3,9.0,2,19200,12.87,0.26,12
24,27000,0,7.0,1,10000,10.99,0.37,2
24,85000,0,1.0,0,4400,7.4,0.05,2
32,75000,0,2.0,1,2000,15.65,0.03,10
22,60000,3,0.0,1,3700,10.37,0.06,4
52,54000,3,0.0,4,1500,8.49,0.03,24
37,88824,0,8.0,5,3600,6.62,0.04,17
33,65004,0,14.0,5,8000,11.49,0.12,9
28,50000,3,0.0,4,6000,10.59,0.12,5
25,45996,3,3.0,5,11500,12.53,0.25,4
39,49000,3,0.0,0,15175,19.13,0.31,11
23,65000,3,0.0,1,12500,11.48,0.19,4
23,75000,3,5.0,4,8000,13.79,0.11,3
23,100000,0,2.0,5,14000,6.17,0.14,3
31,80000,0,6.0,1,12750,7.29,0.16,10
28,62500,3,3.0,0,12000,10.99,0.19,7
24,50000,0,7.0,5,11000,16.89,0.22,3
23,75000,3,3.0,5,2000,5.79,0.03,3
25,182952,0,9.0,4,15000,6.03,0.08,3
22,30000,0,6.0,4,2000,12.61,0.07,4
28,84000,3,3.0,2,15000,11.86,0.18,9
34,60000,3,3.0,5,12000,6.92,0.2,9
28,50000,3,1.0,2,16200,13.99,0.32,6
29,9600,3,1.0,0,2600,12.69,0.27,7
22,62000,0,2.0,1,6000,13.92,0.1,4
26,62004,3,9.0,0,24000,7.9,0.39,3
23,78000,0,1.0,1,16000,11.89,0.21,3
23,55000,3,7.0,5,8000,13.11,0.15,3
30,100000,0,9.0,3,12000,8.9,0.12,10
32,75000,0,0.0,1,10000,11.89,0.13,5
33,45000,0,3.0,2,8000,16.49,0.18,6
51,38000,3,7.0,4,13000,12.42,0.34,18
35,100000,0,19.0,3,9000,10.99,0.09,8
33,50000,0,8.0,3,4000,5.42,0.08,10
23,67000,3,0.0,3,20000,11.11,0.3,2
26,125000,3,3.0,3,12000,6.99,0.1,4
27,75500,0,8.0,1,9000,7.9,0.12,5
25,30720,3,2.0,2,11000,13.72,0.36,2
24,38000,3,6.0,1,10000,10.99,0.26,4
37,56000,0,2.0,2,13000,9.63,0.23,17
28,64000,0,3.0,3,5000,13.23,0.08,6
36,24000,3,2.0,0,8000,13.61,0.33,14
24,85000,3,1.0,5,16000,11.99,0.19,3
29,120000,0,5.0,3,9000,10.25,0.07,10
42,78000,0,4.0,3,8000,10.78,0.1,13
37,43000,3,2.0,3,8500,8.88,0.2,11
27,150792,0,11.0,4,6000,11.71,0.04,9
23,38800,3,2.0,3,14575,10.99,0.38,4
22,48000,3,1.0,3,7200,9.62,0.15,4
27,94500,0,2.0,4,10000,14.26,0.11,5
30,58000,2,7.0,4,6000,5.79,0.1,5
24,90000,0,1.0,4,12000,10.99,0.13,4
24,87000,3,8.0,2,25000,14.84,0.29,3
24,78400,0,5.0,5,17400,13.48,0.22,2
28,49000,3,2.0,5,3600,13.98,0.07,9
24,168288,3,5.0,2,1800,11.12,0.01,3
33,84000,0,9.0,1,20000,14.61,0.24,5
29,27911,3,1.0,3,5000,17.51,0.18,7
21,32000,0,4.0,3,8000,5.99,0.25,3
22,69500,0,6.0,3,6000,13.48,0.09,3
27,47232,2,10.0,3,8000,5.42,0.17,9
27,50100,3,11.0,5,6600,8.0,0.13,7
27,90000,0,11.0,4,10000,8.94,0.11,7
25,120000,0,5.0,2,21000,7.9,0.17,2
21,50000,0,5.0,4,7000,10.59,0.14,3
32,162000,3,5.0,5,20000,6.99,0.12,9
21,41000,3,2.0,0,4500,13.49,0.11,3
22,25000,2,1.0,5,6000,11.89,0.24,2
24,44000,0,7.0,4,10000,9.99,0.23,3
27,36996,3,4.0,4,5775,14.91,0.16,7
26,49000,3,0.0,2,20000,19.79,0.41,3
22,15000,3,3.0,4,4950,8.9,0.33,4
28,55000,0,4.0,5,20000,6.62,0.36,6
22,54566,0,6.0,4,4000,12.53,0.07,2
25,52000,0,3.0,3,6000,9.32,0.12,2
23,28000,3,4.0,1,7000,10.62,0.25,2
24,44000,0,4.0,3,4000,10.99,0.09,3
34,60000,3,3.0,5,6000,8.0,0.1,9
23,29700,3,2.0,5,4000,10.74,0.13,4
23,42000,0,2.0,1,5200,10.25,0.12,4
41,73000,3,0.0,1,8550,14.3,0.12,16
23,62004,0,1.0,0,9600,10.95,0.15,3
24,45000,3,0.0,0,4000,15.99,0.09,4
22,36050,3,2.0,4,6700,14.11,0.19,4
24,56000,3,0.0,1,12800,10.99,0.23,4
45,31200,3,11.0,4,4000,14.96,0.13,17
23,30000,0,4.0,5,9500,15.31,0.32,2
27,75288,0,12.0,3,18050,10.0,0.24,10
22,72000,2,1.0,4,15000,10.25,0.21,3
28,94000,3,3.0,1,3700,7.9,0.04,9
26,75000,0,7.0,0,6500,8.9,0.09,4
26,58000,3,9.0,4,10500,11.48,0.18,2
28,37000,3,7.0,1,3600,14.11,0.1,7
28,160000,0,4.0,0,34000,9.91,0.21,7
24,80000,0,8.0,1,18000,10.62,0.23,2
31,66000,3,3.0,4,21000,10.37,0.32,10
33,42000,3,4.0,3,3600,12.68,0.09,5
30,130000,0,8.0,5,27000,11.71,0.21,6
26,175000,3,2.0,1,17000,9.88,0.1,2
24,33600,3,1.0,0,10000,9.88,0.3,4
24,64000,0,7.0,0,4000,20.89,0.06,2
33,100000,0,8.0,0,6400,7.29,0.06,9
28,50000,3,5.0,4,10000,7.88,0.2,7
31,32400,0,14.0,2,3000,7.49,0.09,10
31,125000,2,5.0,3,30000,7.51,0.24,9
26,90000,0,5.0,1,8000,5.42,0.09,3
22,85000,0,4.0,5,15000,6.03,0.18,2
24,20000,3,3.0,3,3600,11.71,0.18,4
31,26010,0,2.0,4,6500,9.99,0.25,9
24,95000,2,4.0,4,10000,15.23,0.11,4
31,62000,0,4.0,5,6550,5.79,0.11,5
27,85000,2,2.0,5,10000,13.23,0.12,7
30,48000,0,4.0,4,8500,7.49,0.18,8
27,45000,3,10.0,3,7600,14.59,0.17,8
28,44500,0,4.0,5,6000,8.0,0.13,9
21,27996,3,2.0,5,14075,10.99,0.5,2
39,69000,3,0.0,4,15000,14.42,0.22,12
23,81000,0,8.0,4,10000,8.88,0.12,4
30,79200,0,10.0,1,9000,8.49,0.11,8
21,48996,0,5.0,5,15000,15.58,0.31,3
25,118000,0,8.0,2,25000,11.12,0.21,2
30,52000,0,9.0,4,9000,12.49,0.17,6
26,35000,3,9.0,3,2000,13.99,0.06,2
22,52000,3,6.0,5,10000,11.71,0.19,3
24,60000,3,4.0,2,4800,6.54,0.08,4
33,41277,3,3.0,1,3000,10.0,0.07,8
23,11000,3,4.0,1,1200,6.91,0.11,3
32,75000,0,12.0,2,12000,10.65,0.16,5
22,20160,3,1.0,1,2600,6.92,0.13,4
25,96000,0,5.0,0,35000,7.49,0.36,3
21,41900,3,2.0,5,16000,12.84,0.38,2
24,59000,3,5.0,3,21500,16.89,0.36,3
22,101000,0,7.0,1,25000,10.99,0.25,3
23,36000,3,5.0,1,5500,17.14,0.15,3
22,48000,3,2.0,1,2600,11.12,0.05,3
26,220836,0,10.0,4,9000,11.26,0.04,2
22,41000,3,2.0,0,11000,12.18,0.27,4
30,30000,0,3.0,1,5100,7.9,0.17,8
23,69935,0,2.0,3,7200,7.49,0.1,3
24,112000,0,5.0,4,15000,15.31,0.13,4
32,703800,3,14.0,3,12000,15.33,0.01,9
22,46800,0,4.0,3,3600,7.14,0.08,3
23,50004,3,3.0,1,5600,10.59,0.11,4
29,74000,3,2.0,2,6000,5.42,0.08,10
34,57912,0,7.0,5,5600,5.42,0.1,8
35,63000,3,3.0,5,4000,11.14,0.06,8
21,200000,0,2.0,0,25000,13.99,0.13,2
22,124000,0,6.0,3,11000,10.99,0.09,3
24,70000,0,8.0,5,10000,7.74,0.14,3
23,110000,3,6.0,1,3000,14.22,0.03,3
34,65000,3,0.0,1,17900,7.9,0.28,8
29,89004,0,2.0,1,4800,14.11,0.05,8
22,21600,0,4.0,4,4000,12.99,0.19,2
39,45500,3,4.0,4,10000,16.29,0.22,15
21,39900,3,3.0,0,6000,11.49,0.15,3
21,30000,3,2.0,4,7000,10.99,0.23,2
33,57000,0,3.0,1,10000,15.68,0.18,8
23,108000,0,7.0,2,18000,11.26,0.17,2
35,94000,0,9.0,5,15000,9.88,0.16,10
23,55000,0,2.0,1,5000,11.11,0.09,2
26,32500,0,0.0,2,3500,8.59,0.11,2
27,104525,0,11.0,2,6000,7.4,0.06,8
48,120000,0,18.0,2,3600,10.99,0.03,16
22,54000,3,6.0,4,6000,12.98,0.11,3
27,67000,3,1.0,4,2800,13.04,0.04,7
28,35000,3,4.0,0,2400,7.29,0.07,9
27,90000,3,4.0,2,10000,7.49,0.11,10
25,31200,3,2.0,1,7000,7.88,0.22,2
24,51480,0,7.0,3,12000,7.88,0.23,2
24,71000,3,8.0,5,11200,11.36,0.16,3
23,27996,2,2.0,3,9250,10.75,0.33,2
22,65000,0,0.0,4,7200,8.9,0.11,2
33,41916,0,2.0,5,7000,10.36,0.17,8
23,43200,2,6.0,5,13000,15.95,0.3,2
24,48000,0,5.0,2,17000,6.91,0.35,4
26,51000,3,3.0,0,3500,13.24,0.07,4
34,80000,3,0.0,0,30000,6.62,0.38,5
22,52000,0,6.0,0,14825,15.62,0.29,3
23,157500,3,1.0,1,10000,12.69,0.06,2
30,36000,3,2.0,5,5000,10.75,0.14,5
28,266000,0,12.0,4,9000,5.42,0.03,10
32,37300,3,2.0,5,5000,12.53,0.13,9
25,50400,0,5.0,2,12000,9.62,0.24,4
24,56000,0,5.0,5,13000,8.94,0.23,3
23,140000,0,7.0,4,12000,8.49,0.09,3
24,96500,0,1.0,1,14000,17.19,0.15,4
25,48000,3,6.0,0,7200,11.36,0.15,3
25,140004,1,8.0,3,4500,12.87,0.03,4
31,138000,0,0.0,4,35000,7.49,0.25,5
26,40000,3,10.0,5,10000,16.89,0.25,3
33,35000,0,2.0,4,6000,5.42,0.17,6
26,30000,0,0.0,5,3500,8.0,0.12,4
27,44000,0,3.0,1,6400,13.85,0.15,10
26,96000,0,3.0,1,12000,13.11,0.13,4
29,125000,0,6.0,5,3400,9.91,0.03,7
23,85000,0,1.0,5,10000,10.36,0.12,4
31,30000,3,0.0,5,6600,16.49,0.22,6
45,19368,3,0.0,2,6700,12.92,0.35,15
34,135000,0,18.0,5,8000,9.32,0.06,5
29,44875,3,0.0,3,7500,8.32,0.17,8
23,64000,3,7.0,0,3500,14.72,0.05,2
30,96000,0,8.0,2,17000,10.62,0.18,10
23,43000,0,7.0,5,15600,10.99,0.36,4
28,95000,0,5.0,0,23450,7.9,0.25,5
69,120000,0,3.0,4,20000,14.84,0.17,27
27,39000,0,11.0,2,5000,18.79,0.13,10
36,42000,2,2.0,5,2000,15.62,0.05,14
27,45727,0,5.0,1,1000,16.29,0.02,9
31,89000,0,15.0,1,14000,10.65,0.16,10
24,44000,3,0.0,3,8500,7.51,0.19,4
28,34000,0,2.0,3,8000,12.69,0.24,9
25,73000,3,1.0,1,12000,7.49,0.16,3
22,70800,3,6.0,1,10000,12.61,0.14,2
30,180000,0,0.0,1,6000,6.62,0.03,8
26,55000,0,8.0,5,7000,12.53,0.13,4
30,72000,0,14.0,2,3000,9.99,0.04,9
22,51000,3,2.0,1,3200,10.99,0.06,2
22,50004,3,2.0,1,4000,6.92,0.08,4
23,25000,0,4.0,3,5000,9.32,0.2,2
21,19200,3,5.0,2,7000,14.35,0.36,2
23,32000,3,0.0,2,7000,14.26,0.22,4
22,56000,3,5.0,1,14000,14.35,0.25,4
33,30784,3,7.0,0,9950,12.99,0.32,8
23,69000,2,7.0,3,9000,5.99,0.13,3
22,62250,3,3.0,4,24000,16.45,0.39,4
28,70000,0,2.0,5,5600,6.62,0.08,5
25,41000,3,3.0,5,3000,10.99,0.07,3
22,22000,3,6.0,3,4350,11.54,0.2,3
21,22000,2,5.0,5,7350,7.66,0.33,2
23,65000,3,7.0,5,15000,11.12,0.23,3
32,54000,0,9.0,5,13000,12.53,0.24,10
22,30000,3,4.0,3,6500,13.85,0.22,3
30,34000,3,6.0,0,4000,13.49,0.12,5
25,36000,0,3.0,5,5000,10.99,0.14,4
30,36000,2,6.0,3,10000,12.69,0.28,10
28,60000,3,2.0,0,3000,11.49,0.05,5
27,244000,1,0.0,5,15000,14.42,0.06,5
30,69996,3,0.0,1,2000,10.65,0.03,9
40,275004,0,2.0,3,24500,10.99,0.09,13
34,69204,3,4.0,4,10000,12.18,0.14,6
22,37000,3,4.0,1,5700,5.42,0.15,4
24,83000,3,4.0,2,8300,7.88,0.1,2
24,72000,3,5.0,3,20000,11.83,0.28,2
26,52000,3,11.0,1,7000,7.88,0.13,3
30,120000,0,1.0,1,4800,10.36,0.04,8
27,120000,0,4.0,5,8400,7.14,0.07,8
25,30000,3,3.0,4,3000,13.61,0.1,2
25,30000,0,4.0,1,10625,16.49,0.35,4
24,95000,3,3.0,4,12000,7.88,0.13,3
22,22596,3,4.0,0,7500,9.76,0.33,3
27,180000,3,4.0,4,8000,10.37,0.04,5
32,120000,0,0.0,2,6600,7.49,0.06,7
39,101000,0,17.0,1,2500,13.47,0.02,17
34,75000,0,7.0,0,6500,9.38,0.09,7
24,33000,0,3.0,5,4000,13.04,0.12,4
27,49000,0,11.0,3,8500,10.59,0.17,10
26,46800,3,0.0,1,12500,11.86,0.27,3
29,30108,0,4.0,1,1400,8.9,0.05,9
23,140000,2,6.0,1,16400,15.96,0.12,3
28,47831,3,8.0,0,16000,13.85,0.33,7
24,107203,0,8.0,4,6000,7.4,0.06,2
33,41000,0,6.0,3,9000,10.99,0.22,9
21,41200,2,3.0,4,8000,11.48,0.19,3
29,143000,0,2.0,2,16800,6.17,0.12,9
26,72000,0,5.0,2,6600,10.99,0.09,2
31,43000,3,1.0,3,5000,9.99,0.12,10
23,50000,3,4.0,5,6000,13.49,0.12,3
24,88000,3,2.0,2,15000,9.99,0.17,4
31,155000,3,3.0,2,20000,10.74,0.13,6
26,65000,0,11.0,5,10950,7.88,0.17,2
24,57772,3,6.0,5,13500,13.99,0.23,2
34,42000,3,5.0,0,5500,7.66,0.13,7
28,39000,3,0.0,4,6000,8.63,0.15,7
34,120000,3,9.0,2,7500,16.29,0.06,5
26,88068,3,10.0,0,14400,10.99,0.16,2
29,150000,0,4.0,3,7200,7.29,0.05,7
22,56755,3,5.0,1,12000,10.99,0.21,2
30,44208,3,1.0,3,7600,7.74,0.17,8
28,70000,0,13.0,3,5000,6.99,0.07,9
26,54080,2,10.0,1,5000,7.51,0.09,3
29,115000,2,12.0,1,35000,15.28,0.3,5
22,75000,0,3.0,1,9000,5.79,0.12,2
22,97000,0,4.0,0,14000,11.48,0.14,2
29,200000,0,9.0,3,6000,10.99,0.03,8
27,12000,3,0.0,5,4000,14.22,0.33,7
29,67000,0,13.0,5,10000,7.14,0.15,8
23,80000,3,6.0,4,5000,5.42,0.06,2
40,76000,3,1.0,4,5000,13.72,0.07,15
27,39000,3,0.0,3,11000,16.07,0.28,9
34,45000,0,1.0,5,12000,11.86,0.27,9
49,61776,0,1.0,4,12000,12.21,0.19,12
30,45000,0,5.0,1,3250,10.62,0.07,6
22,34000,3,6.0,0,14000,10.62,0.41,4
28,58000,0,3.0,5,4000,7.14,0.07,9
34,48000,0,5.0,5,3600,10.37,0.07,5
28,80000,0,12.0,0,12000,6.03,0.15,6
25,63000,0,9.0,1,25000,11.49,0.4,2
27,32000,0,0.0,5,9850,8.94,0.31,5
22,50724,3,7.0,1,6300,15.96,0.12,4
30,55000,0,3.0,0,12000,10.38,0.22,10
28,30000,0,4.0,4,7500,11.78,0.25,9
31,170000,0,15.0,4,10000,13.49,0.06,8
22,47500,0,6.0,5,6000,7.9,0.13,3
23,95000,3,7.0,5,15000,15.05,0.16,2
27,48000,3,5.0,3,9000,10.99,0.19,10
26,36000,0,10.0,2,5000,12.29,0.14,3
26,34000,3,0.0,5,1200,9.91,0.04,3
25,56400,3,2.0,0,3500,15.62,0.06,4
31,103000,3,2.0,5,20000,18.17,0.19,5
23,50000,3,1.0,0,6000,11.48,0.12,4
22,44094,3,1.0,5,3600,7.37,0.08,3
29,46000,0,3.0,2,7500,14.35,0.16,5
22,58650,3,6.0,3,16800,16.77,0.24,2
22,60000,0,1.0,4,10000,5.42,0.17,2
49,69000,3,0.0,2,16000,14.96,0.23,12
23,34800,3,1.0,5,1000,11.99,0.03,4
29,70000,3,4.0,1,5000,10.99,0.07,6
33,57500,3,2.0,0,2000,10.99,0.03,5
29,45600,0,9.0,3,2000,7.88,0.04,8
31,65000,0,6.0,5,12000,7.49,0.18,6
29,28800,3,5.0,4,4500,7.88,0.16,5
35,38004,3,4.0,3,10000,9.99,0.26,7
25,64000,3,7.0,0,8000,15.28,0.13,4
32,37000,3,3.0,1,5000,9.62,0.14,7
35,16800,3,0.0,2,3000,5.42,0.18,7
33,77100,3,6.0,0,35000,8.49,0.45,9
22,26784,3,6.0,0,5500,14.74,0.21,4
24,56000,0,8.0,3,12250,6.03,0.22,4
28,125004,3,12.0,4,6000,7.51,0.05,10
26,36903,3,3.0,0,8000,12.21,0.22,2
21,12000,3,5.0,5,5000,11.49,0.42,2
29,90000,0,3.0,1,15000,6.99,0.17,8
22,14400,3,0.0,4,1200,10.37,0.08,2
24,61000,3,3.0,2,16400,10.99,0.27,4
29,62000,3,13.0,1,9000,10.99,0.15,9
25,62467,3,1.0,2,7250,10.65,0.12,4
34,156000,0,9.0,3,25000,10.99,0.16,9
39,17760,2,0.0,3,4375,5.42,0.25,17
45,36000,3,1.0,5,4300,10.91,0.12,17
24,180000,2,8.0,1,21000,11.48,0.12,3
43,34000,0,4.0,2,9800,10.99,0.29,17
25,21000,3,0.0,0,4500,9.62,0.21,4
42,100000,0,16.0,0,4800,13.47,0.05,13
34,46000,3,1.0,3,7000,8.9,0.15,8
31,58000,2,7.0,5,14000,12.87,0.24,9
35,41000,0,0.0,0,8000,10.83,0.2,6
34,52000,3,2.0,5,5000,13.99,0.1,8
28,43680,3,3.0,1,4475,15.27,0.1,8
40,48000,0,2.0,2,8000,15.95,0.17,11
25,79000,0,9.0,0,10000,5.79,0.13,2
24,35000,3,8.0,4,4250,6.99,0.12,2
22,108000,3,6.0,1,28000,10.99,0.26,4
24,72000,2,4.0,5,16000,12.42,0.22,3
29,75000,3,1.0,5,20000,6.54,0.27,9
33,58000,3,0.0,5,14400,9.91,0.25,5
22,49000,3,2.0,3,24000,17.56,0.49,4
23,94940,0,4.0,5,2000,5.42,0.02,3
33,46000,3,13.0,4,5600,15.27,0.12,9
24,49000,3,4.0,3,5000,10.65,0.1,3
26,30000,3,4.0,0,12000,11.11,0.4,3
25,42000,3,2.0,0,10000,14.91,0.24,3
21,44000,3,5.0,5,8000,16.29,0.18,3
24,35004,1,6.0,3,18225,9.63,0.52,3
23,62000,3,2.0,3,4200,5.42,0.07,3
22,38500,3,1.0,3,9000,10.83,0.23,2
39,55000,0,8.0,4,10000,5.42,0.18,16
24,108000,0,5.0,1,9950,14.96,0.09,4
24,30000,3,0.0,4,3600,7.49,0.12,4
43,180000,0,5.0,2,6000,14.27,0.03,17
24,54600,3,2.0,1,7200,12.53,0.13,2
32,43000,0,6.0,5,12000,7.88,0.28,7
25,24864,2,9.0,5,9000,10.99,0.36,3
24,70000,2,4.0,1,6000,5.42,0.09,2
26,150000,0,6.0,1,6400,15.62,0.04,2
26,95000,3,0.0,5,2400,10.99,0.03,3
28,56000,3,0.0,3,20000,18.62,0.36,7
31,88000,3,1.0,0,13225,12.42,0.15,7
24,35000,3,9.0,1,1500,10.99,0.04,3
21,51000,0,5.0,4,6000,7.88,0.12,2
33,72000,3,6.0,5,1925,14.35,0.03,10
23,38000,0,5.0,3,5400,7.9,0.14,4
27,108000,3,4.0,0,6000,10.65,0.06,7
22,36000,0,0.0,1,11625,13.49,0.32,2
24,39996,3,8.0,0,12000,12.69,0.3,3
27,56000,3,1.0,0,2500,11.72,0.04,5
47,168000,0,13.0,1,8775,8.49,0.05,12
25,51000,0,6.0,1,16750,16.4,0.33,3
22,22800,2,1.0,3,9000,5.99,0.39,2
25,80400,3,2.0,5,12500,9.38,0.16,2
35,108000,3,1.0,4,7000,10.99,0.06,7
28,80500,0,4.0,0,6000,7.74,0.07,5
25,39000,3,2.0,5,8500,13.23,0.22,4
23,25480,0,7.0,4,5000,9.99,0.2,3
47,54996,0,7.0,3,9000,10.38,0.16,16
29,48000,3,9.0,0,5600,15.96,0.12,7
22,38000,3,2.0,1,18500,7.66,0.49,2
46,48000,3,1.0,1,8400,18.54,0.17,16
24,110000,0,8.0,4,5600,12.98,0.05,4
32,45000,0,0.0,5,14000,12.69,0.31,9
25,50000,3,5.0,2,6000,12.99,0.12,3
24,30000,3,0.0,5,6500,10.99,0.22,3
31,65000,3,2.0,1,6000,11.49,0.09,6
32,42000,2,0.0,4,10400,11.14,0.25,9
25,93000,0,1.0,5,12000,6.62,0.13,2
41,125000,0,4.0,5,14975,6.03,0.12,16
27,48996,3,2.0,0,4000,9.32,0.08,9
25,31000,0,7.0,2,6000,7.66,0.19,2
28,54000,3,1.0,3,2000,14.42,0.04,7
25,105000,0,3.0,5,12000,12.84,0.11,3
26,53000,0,3.0,2,2800,6.03,0.05,4
23,49530,0,7.0,0,16000,14.54,0.32,2
24,31000,3,6.0,4,15075,15.27,0.49,2
26,33996,3,1.0,3,9600,9.88,0.28,2
28,60000,2,5.0,5,10000,10.99,0.17,7
21,62316,0,5.0,3,10000,7.66,0.16,4
32,45000,3,0.0,3,8000,7.66,0.18,5
27,48000,0,5.0,0,4300,12.69,0.09,7
38,70000,3,2.0,3,5000,12.42,0.07,11
27,150000,0,2.0,2,18000,10.99,0.12,7
33,19200,3,0.0,3,8000,7.66,0.42,6
29,96500,3,13.0,4,10000,8.88,0.1,8
30,110925,0,1.0,3,25000,15.33,0.19,9
25,66300,0,9.0,3,1700,6.76,0.02,4
22,75000,0,6.0,3,25000,9.25,0.33,2
31,105400,3,2.0,3,24250,15.31,0.2,5
35,75000,0,5.0,4,5000,8.7,0.07,9
36,65000,0,6.0,1,23325,15.27,0.36,14
24,35000,3,2.0,3,16000,11.71,0.46,3
30,72000,0,7.0,2,9600,14.17,0.13,9
30,60000,0,14.0,4,1750,9.99,0.03,8
27,50000,0,3.0,2,15000,9.88,0.3,5
24,65000,3,5.0,0,12000,8.9,0.18,2
37,74784,3,8.0,2,15000,14.5,0.2,15
26,110000,0,2.0,5,4500,14.84,0.04,4
37,65000,3,2.0,0,10000,5.42,0.15,14
24,10668,3,0.0,2,5000,7.88,0.47,3
27,69000,3,11.0,0,6000,15.21,0.09,8
25,39996,3,3.0,3,5000,6.92,0.13,3
22,36000,3,4.0,3,4200,9.91,0.12,2
32,114000,3,17.0,3,6000,10.37,0.05,9
32,34900,0,0.0,4,12000,10.25,0.34,9
26,37800,0,10.0,2,7000,14.96,0.19,4
29,43000,0,13.0,3,10000,8.0,0.23,9
30,20520,3,0.0,0,5000,9.99,0.24,5
24,30000,3,3.0,3,8000,10.99,0.27,2
33,24000,3,10.0,0,5000,10.65,0.21,7
50,68000,0,5.0,4,10000,11.49,0.15,13
42,98603,0,19.0,3,24250,14.22,0.21,14
28,76000,3,2.0,2,15000,12.73,0.2,9
27,58000,0,3.0,2,12000,7.51,0.21,8
24,123000,0,6.0,4,4750,10.99,0.04,3
41,75000,0,13.0,0,4800,15.58,0.06,15
25,40000,3,9.0,4,13250,10.99,0.33,3
25,82000,0,2.0,2,10000,14.93,0.12,3
27,45000,0,12.0,0,5000,9.25,0.11,10
25,84000,0,8.0,3,8500,11.83,0.1,4
22,55000,2,4.0,4,2000,7.4,0.04,3
28,85000,3,6.0,4,14000,14.65,0.16,9
39,57000,0,16.0,1,6300,10.99,0.11,17
24,21000,3,2.0,3,1800,10.65,0.09,2
27,70000,0,11.0,4,3000,10.99,0.04,8
38,106000,0,4.0,2,5000,12.99,0.05,12
21,35000,3,5.0,5,7000,11.34,0.2,3
26,100000,0,4.0,0,25000,11.99,0.25,3
21,60000,3,5.0,1,10000,12.18,0.17,2
25,43000,0,5.0,0,10000,7.88,0.23,3
39,24000,3,1.0,0,8500,7.49,0.35,12
26,33996,3,2.0,4,10800,11.12,0.32,3
22,28000,3,0.0,1,6975,12.29,0.25,4
27,21000,3,5.0,3,4000,11.49,0.19,9
27,40800,0,4.0,1,6000,11.49,0.15,10
21,25200,0,0.0,4,6500,14.26,0.26,2
29,112000,0,3.0,4,25000,14.61,0.22,5
27,95000,0,6.0,4,15000,12.68,0.16,9
27,144000,0,4.0,0,21000,13.57,0.15,8
22,37008,3,2.0,4,3600,12.42,0.1,3
51,37200,3,4.0,3,3000,10.62,0.08,30
26,48000,0,7.0,2,16750,14.26,0.35,3
30,85332,3,3.0,5,14000,14.22,0.16,7
34,60000,0,18.0,1,3000,11.99,0.05,10
25,54000,3,1.0,0,7000,20.89,0.13,3
24,65000,3,5.0,4,8000,9.63,0.12,3
31,36000,3,2.0,5,2800,16.0,0.08,9
23,26000,0,3.0,0,7800,10.59,0.3,3
22,31200,0,3.0,5,3200,10.99,0.1,2
25,48000,0,3.0,3,1400,14.79,0.03,4
23,18720,3,2.0,1,4000,15.62,0.21,4
28,71250,3,2.0,4,21000,10.99,0.29,9
29,45000,2,8.0,4,8000,12.21,0.18,5
25,89000,0,9.0,3,14000,7.49,0.16,2
21,26000,2,5.0,1,6000,5.79,0.23,2
23,50000,3,0.0,0,10000,10.99,0.2,2
28,96000,3,3.0,2,28000,7.9,0.29,10
31,60000,0,3.0,5,3600,7.68,0.06,9
26,60000,3,0.0,5,9000,10.59,0.15,3
25,33000,3,5.0,5,1500,11.48,0.05,4
24,29000,3,5.0,3,6000,15.27,0.21,2
32,25000,3,9.0,0,3700,9.91,0.15,6
21,36000,0,5.0,3,1000,12.42,0.03,2
29,54548,0,8.0,5,6000,7.14,0.11,9
28,85000,0,0.0,1,24000,19.03,0.28,7
30,69000,3,0.0,2,1000,8.59,0.01,5
26,30000,0,3.0,2,15000,10.62,0.5,2
32,225000,0,4.0,4,20000,13.92,0.09,10
24,26000,3,8.0,3,6250,6.91,0.24,4
27,100000,0,4.0,1,20500,18.67,0.2,7
24,10000,3,8.0,4,3000,7.9,0.3,3
23,66000,3,0.0,3,9200,11.86,0.14,2
21,39760,3,0.0,4,12000,16.07,0.3,2
31,240000,0,15.0,3,5500,5.42,0.02,5
23,66000,0,4.0,5,3000,10.99,0.05,4
24,100000,3,6.0,5,11000,5.42,0.11,2
28,145000,0,9.0,3,25000,10.99,0.17,7
24,58000,0,8.0,0,15700,7.9,0.27,3
24,135000,0,0.0,1,6000,6.92,0.04,2
26,38000,3,3.0,1,13400,9.99,0.35,2
22,75000,0,3.0,5,28000,15.62,0.37,4
27,65000,3,4.0,4,28000,7.9,0.43,10
22,34000,3,2.0,3,7500,12.53,0.22,4
24,56000,0,1.0,5,10000,14.35,0.18,4
23,70000,3,4.0,1,8000,16.02,0.11,2
32,36000,3,5.0,0,1600,14.09,0.04,9
25,26880,3,1.0,5,4900,14.26,0.18,4
24,48732,1,6.0,3,3500,9.32,0.07,4
21,21000,0,5.0,0,3500,17.27,0.17,2
28,86304,0,12.0,0,6000,5.79,0.07,10
30,53004,3,3.0,0,14000,15.28,0.26,10
22,18000,2,1.0,0,3000,9.96,0.17,3
26,40000,3,0.0,0,12000,9.99,0.3,3
27,100000,0,0.0,5,16000,10.99,0.16,6
23,24000,3,4.0,3,4000,11.66,0.17,4
25,68000,3,1.0,1,10000,14.26,0.15,2
28,24996,3,2.0,0,7000,12.53,0.28,8
27,78500,3,6.0,1,8000,8.59,0.1,8
39,51000,2,12.0,1,12000,11.34,0.24,17
